Name,ParentOrg,OrgID,Address,Latitude,Longitude,Geocoder Display Name
"St Patrick's College, Mackay",,330897,2 Gregory St. Mackay QLD 4740 AUSTRALIA,-21.1430396,149.184288,"Gregory Street, Mackay, Mackay Regional, Queensland, 4740, Australia"
St Patrick's Primary School Library,St Patrick's Primary School,6333,35 Mulgrave Street WEST BUNDABERG QLD 4670 AUSTRALIA,-24.87670895,152.33907200085156,"St.Patrick's Catholic School Bundaberg, 35, Mulgrave Street, Bundaberg West, Bundaberg, Bundaberg Region, Queensland, 4670, Australia"
St Paul's College Library,"St Paul's College, Manly",4608,Darley Road MANLY NSW 2095 AUSTRALIA,-33.8002405,151.287575,"Darley Road, Manly, Sydney, Northern Beaches Council, New South Wales, 2095, Australia"
"St Paul's College Library, Balwyn",Villa Maria Catholic Homes,342580,3 Brenbeal Street BALWYN VIC 3103 AUSTRALIA,-37.81224875,145.08660215010812,"St Paul's College, 3-13, Brenbeal Street, Balwyn, Melbourne, City of Boroondara, Victoria, 3103, Australia"
"St Paul's College, Mansfield Library",,2213,9 City Rd NEWTOWN NSW 2042 AUSTRALIA,,,
St Paul's Grammar School Library,St Paul's Grammar School Penrith,9762,Taylor Road CRANEBROOK NSW 2749 AUSTRALIA,-33.6892995,150.7143969,"Taylor Road, Cranebrook, Sydney, Penrith City Council, New South Wales, 2749, Australia"
St Paul's School,,330238,34 Strathpine Road Bald Hills QLD 4036 AUSTRALIA,-27.3118848,153.0035571,"34, Strathpine Road, Bald Hills, Brisbane City, Queensland, 4036, Australia"
St Paul's School Library,St Paul's Primary School,8988,Learoyd Street MT LAWLEY WA 6050 AUSTRALIA,-31.9222604,115.8673295,"Learoyd Street, Mount Lawley, City of Stirling, Western Australia, 6050, Australia"
St PaulÂ¿s Grammar School Library,St PaulÂ¿s Grammar School,231742,52 Taylor Road CRANEBROOK NSW 2479 AUSTRALIA,-33.69032405,150.7181393758722,"St Paul's Grammar School, 52, Taylor Road, Cranebrook, Sydney, Penrith City Council, New South Wales, 2749, Australia"
St Peters / Sydenham Branch Library,Inner West Council Library & History: Marrickville Branch,7074,St Peters Town Hall Unwins Bridge Road SYDENHAM NSW 2044 AUSTRALIA,,,
St Peters Library,City of Norwood Payneham and St Peters Library Service,325518,101 Payneham Road ST PETERS SA 5069 AUSTRALIA,-34.913238,138.6247323,"Payneham Road, College Park, Adelaide, The City of Norwood Payneham and St Peters, South Australia, 5069, Australia"
St Peters Lutheran College,Lutheran Church of Australia (Queensland District),330018,QLD AUSTRALIA,-22.1646782,144.5844903,"Queensland, Australia"
St Rita's College Library,St Rita's College Limited,6632,41 Enderley Road CLAYFIELD QLD 4011 AUSTRALIA,-27.4244194,153.0543569,"Enderley Road, Clayfield, Brisbane City, Queensland, 4011, Australia"
St Saviour's College Library,St Saviour's College,6835,123 Neil Street TOOWOOMBA QLD 4350 AUSTRALIA,-27.5704101,151.9535319214021,"Cathedral Centre, 123, Neil Street, South Toowoomba, Toowoomba, Toowoomba Regional, Queensland, 4350, Australia"
St Simon's Catholic Primary School Library,St Simon's Catholic Primary School,11112,2 Taylors Lane ROWVILLE VIC 3178 AUSTRALIA,-37.9254788,145.24534360623062,"St Simon the Apostle Primary School, 2, Taylors Lane, Rowville, Melbourne, City of Knox, Victoria, 3178, Australia"
St Teresa's Library,University of Notre Dame Australia,5773,32 Mouat Street FREMANTLE WA 6160 AUSTRALIA,-32.0562981,115.74383707532792,"32, Mouat Street, West End, Fremantle, City of Fremantle, Western Australia, 6160, Australia"
St Therese's School Library,School of Saint Therese,9802,Mirrool Avenue YENDA NSW 2681 AUSTRALIA,-34.250423,146.1983972,"Mirrool Avenue, Yenda, Griffith City Council, New South Wales, 2681, Australia"
St Thomas Aquinas College Library,St Thomas Aquinas College,11793,1 Tynong Road TYNONG VIC 3813 AUSTRALIA,-38.069265,145.6204213,"Tynong Road, Tynong, Melbourne, Shire of Cardinia, Victoria, 3813, Australia"
St Thomas the Apostle Primary School Library,St Thomas the Apostle Primary School,10834,Boddington Crescent KAMBAH ACT 2902 AUSTRALIA,-35.3895327,149.0591403,"Boddington Crescent, Kambah, District of Tuggeranong, Australian Capital Territory, 2902, Australia"
St Ursula's College Library,St Ursula's College Kingsgrove,4604,67 Caroline Street KINGSGROVE NSW 2208 AUSTRALIA,-33.9409416,151.1038655,"Caroline Street, Kingsgrove, St George, Sydney, Bayside Council, New South Wales, 2208, Australia"
St Ursula's College Library,St Ursula's College,8667,38 Taylor Street TOOWOOMBA QLD 4350 AUSTRALIA,-27.553877,151.9290586,"Taylor Street, Newtown, Toowoomba, Toowoomba Regional, Queensland, 4350, Australia"
St Vincent's Hospital Library,St Vincent's Hospital (Launceston),7870,5 Frederick Street LAUNCESTON TAS 7250 AUSTRALIA,-41.44040295,147.14314222352778,"St Vincents Hospital, 1-5, Frederick Street, Launceston, City of Launceston, Tasmania, 7250, Australia"
St Vincent's Hospital Melbourne Archives,St Vincent's Hospital (Melbourne),325757,"Level 4, Aikenhead Wing 27 Victoria Parade FITZROY VIC 3065 AUSTRALIA",,,
St Virgil's College Library,St Virgil's College,7219,195 Main Road AUSTINS FERRY TAS 7011 AUSTRALIA,-42.7756889,147.2504474,"Main Rd Stop 43 In, 195, Main Road, Austins Ferry, Hobart, City of Glenorchy, Tasmania, 7011, Australia"
Staff Library,St John of God Hospital,1369,101 Drummond St NORTH BALLARAT VIC 3350 AUSTRALIA,-37.5576232,143.84618251120656,"St John of God Hospital, 101, Drummond Street North, Lake Wendouree, Ballarat, City of Ballarat, Victoria, 3350, Australia"
"Stafford, Moor & Farrington Library","Stafford, Moor & Farrington",3117,442 Darling Street BALMAIN NSW 2041 AUSTRALIA,-33.857105,151.1801922,"Darling Street, Balmain, Inner West, Sydney, Inner West Council, New South Wales, 2041, Australia"
Stan Cameron-Fox Library,Stan Cameron-Fox,8668,5 Taylor Street GAWLER SA 5118 AUSTRALIA,-34.6019838,138.7570759,"Taylor Street, Gawler East, Adelaide, Town of Gawler, South Australia, 5118, Australia"
Stanhope Garden Library/ Dennis Johnson Library,Blacktown City Libraries,343661,1 Sentry Drive STANHOPE GARDENS NSW 2768 AUSTRALIA,-33.7224435,150.919753,"Sentry Drive, Stanhope Gardens, Sydney, Blacktown City Council, New South Wales, 2768, Australia"
Stanley Athenaeum & Public Room,,336185,Main Street C/- Post Office Stanley VIC AUSTRALIA,,,
Stanley Atheneaum and Library,Stanley Atheneaum & Library,8669,Main Street STANLEY VIC 3747 AUSTRALIA,,,
Stanmore Branch Library,Inner West Council,7075,Stanmore Reserve Douglas Street STANMORE NSW 2048 AUSTRALIA,,,
Stanthorpe Library,Southern Downs Regional Council,3120,56 Lock Street STANTHORPE QLD 4380 AUSTRALIA,-28.6538699,151.93298,"Stanthorpe Library & Art Gallery, 56, Lock Street, Stanthorpe, Southern Downs Regional, Queensland, 4380, Australia"
Stanton Library,North Sydney Council,9249,234 MILLER STREET NORTH SYDNEY NSW 2060 AUSTRALIA,-33.8332805,151.2075055,"Stanton Library, 234, Miller Street, Victoria Cross, North Sydney, Lower North Shore, Sydney, North Sydney Council, New South Wales, 2060, Australia"
Star of the Sea College Library,Star of the Sea College,8346,84 Martin Street BRIGHTON VIC 3186 AUSTRALIA,-37.8972893,145.0030216,"Martin Street, Brighton, Melbourne, City of Bayside, Victoria, 3186, Australia"
State Archives and Records NSW,State Records Authority of NSW,16456,161 O'Connell Street KINGSWOOD NSW 2747 AUSTRALIA,-33.77398895,150.74213852318627,"NSW State Archives, Western Sydney Records Centre, 161, O'Connell Street, Kingswood, Sydney, Penrith City Council, New South Wales, 2747, Australia"
"State Braille and Large Print Library, Disability Programs Directorate",NSW Department of Education,1876,3a Smalls Road RYDE NSW 2112 AUSTRALIA,-33.800342,151.109591,"3A, Smalls Road, Ryde, Sydney, Council of the City of Ryde, New South Wales, 2112, Australia"
State Drama Committee Script Library,Country Womens Association of Western Australia,5049,1176 Hay Street WEST PERTH WA 6005 AUSTRALIA,-31.9491245,115.8439934,"Country Women's Association, 1176, Hay Street, West Perth, Perth, City of Perth, Western Australia, 6005, Australia"
State Heritage Library,"Department of Planning, Lands and Heritage (WA)",328817,Bairds Building 491 Wellington Street PERTH WA 6000 AUSTRALIA,,,
State Library Victoria,,6295,328 Swanston Street MELBOURNE VIC 3000 AUSTRALIA,-37.809769599999996,144.96553516995195,"State Library Victoria, 328, Swanston Street, East End Theatre District, Melbourne, City of Melbourne, Victoria, 3000, Australia"
State Library of NSW,,9038,1 Shakespeare Place SYDNEY NSW 2000 AUSTRALIA,-33.86649525,151.21323425113513,"Mitchell Library, 1, Shakespeare Place, Quay Quarter, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia"
State Library of Queensland,,276,"Cultural Centre Stanley Place, South Bank SOUTH BRISBANE QLD 4101 AUSTRALIA",,,
State Library of South Australia,,9052,North Terrace ADELAIDE SA 5000 AUSTRALIA,-34.9216202,138.5994507,"North Terrace, Adelaide, Adelaide City Council, South Australia, 5000, Australia"
State Library of South Australia Digital Collections,State Library of South Australia,340603,North Terrace ADELAIDE SA 5000 AUSTRALIA,-34.9216202,138.5994507,"North Terrace, Adelaide, Adelaide City Council, South Australia, 5000, Australia"
State Library of Tasmania,Libraries Tasmania,20076,State Library of Tasmania 91 Murray Street HOBART TAS 7000 AUSTRALIA,,,
State Library of Western Australia,,8012,Perth Cultural Centre 25 Frances St PERTH WA 6000 AUSTRALIA,,,
State Records Office of Western Australia,State Records Office of Western Australia,8716,Alexander Library Building Perth Cultural Centre PERTH WA 6000 AUSTRALIA,,,
State Records of SA Library,State Records of South Australia,9255,26-28 Leigh Street ADELAIDE SA 5000 AUSTRALIA,-34.9241623,138.5976137,"Leigh Street, Adelaide, Adelaide City Council, South Australia, 5000, Australia"
State Records of South Australia,,10186,115 Cavan Road GEPPS CROSS SA 5094 AUSTRALIA,-34.8405434,138.5925187,"Cavan Road, Gepps Cross, Adelaide, City of Port Adelaide Enfield, South Australia, 5094, Australia"
State Revenue Office Collection,Victorian Government Library Service,5866,Knowledge Resource Centre 607 Sneydes Rd WERRIBEE VIC 3030 AUSTRALIA,-37.898479550000005,144.68685606690383,"Knowledge Resource Centre, 607, Sneydes Road, Werribee, Melbourne, City of Wyndham, Victoria, 3030, Australia"
State Superannuation Investment & Management Corp. Library,State Superannuation Investment and Management Corporation,1140,"Level 18, 83 Clarence Street SYDNEY NSW 2000 AUSTRALIA",,,
Statewide Vision Resource Centre,Department of Education and Training Victorian,5573,360 Springvale Road DONVALE VIC 3111 AUSTRALIA,-37.7995363,145.17793501224105,"Manningham DISC (Donvale Indoor Sports Centre), 360, Springvale Road, Donvale, Melbourne, City of Manningham, Victoria, 3111, Australia"
Stawell Athletic Club Library,Stawell Athletic Club Inc,1385,8 Lower Main Street STAWELL VIC 3380 AUSTRALIA,,,
Stawell Historical Society Library,Stawell Historical Society Inc.,3863,46 Longfield Street STAWELL VIC 3380 AUSTRALIA,-37.065188,142.7671735,"Longfield Street, Stawell, Shire of Northern Grampians, Victoria, 3380, Australia"
Stawell Library,Central Highlands Libraries,343761,Cnr Patrick & Slone Streets STAWELL VIC 3380 AUSTRALIA,,,
Stawley Athereaum and Library,Stawley Mechanics Institute,8281,Main Street STAWLEY VIC 3747 AUSTRALIA,,,
Steam Packet Inn Library,Steam Packet Inn,1351,33 Bentnick Street PORTLAND VIC 3305 AUSTRALIA,,,
Stephens Library,Hutchins School,6879,71 Nelson Road SANDY BAY TAS 7005 AUSTRALIA,-42.9044404,147.3308636,"Nelson Road, Sandy Bay, Hobart, City of Hobart, Tasmania, 7005, Australia"
Steve Hart Photographics,Steve Hart Photographics,9593,P.O. Box 6157 WEST GOSFORD NSW 2250 AUSTRALIA,,,
Stevenson Library,The Scots College,4495,Victoria Road BELLEVUE HILL NSW 2023 AUSTRALIA,-33.8844347,151.2595246,"Victoria Road, Bellevue Hill, Eastern Suburbs, Sydney, Woollahra Municipal Council, New South Wales, 2023, Australia"
Stirling Library,Adelaide Hills Library Service,7444,63 Mt Barker Road STIRLING SA 5152 AUSTRALIA,-35.0053918,138.71768132369465,"Coventry Memorial Library, 63, Mount Barker Road, Stirling, Adelaide Hills Council, South Australia, 5152, Australia"
Stock Footage Film Library,FilmWorld,5919,2 Whiting Street ARTARMON NSW 2064 AUSTRALIA,-33.81547,151.1827398,"Whiting Street, Gore Hill, Artarmon, Lower North Shore, Sydney, Willoughby City Council, New South Wales, 2064, Australia"
Stock Photo Library,The Picture Source,4464,4 Asbury Street West OCEAN GROVE VIC 3226 AUSTRALIA,-38.2624951,144.5142321,"Asbury Street West, Ocean Grove, City of Greater Geelong, Victoria, 3226, Australia"
Stockton Library,Newcastle Region Libraries,3832,King Street STOCKTON NSW 2295 AUSTRALIA,-32.9152467,151.7887548,"King Street, Stockton, Newcastle, Newcastle-Maitland, Newcastle City Council, New South Wales, 2295, Australia"
Stones Corner Library,Brisbane City Council Library Service,9392,280 Logan Road STONES CORNER QLD 4120 AUSTRALIA,-27.497946050000003,153.04369949700504,"Stones Corner Library, 280, Logan Road, Stones Corner, Greater Brisbane, Queensland, 4120, Australia"
Stonnington History Centre,Stonnington Library and Information Service,3936,"Northbrook Rear, Malvern Library MALVERN VIC 3144 AUSTRALIA",,,
Stonnington Library and Information Service,,3730,340 Toorak Road SOUTH YARRA VIC 3141 AUSTRALIA,-37.8402252,144.9994218,"Toorak/South Yarra Library, 340, Toorak Road, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia"
Stott's College,,330618,City Campus 43-51 Elizabeth Street MELBOURNE VIC 3000 AUSTRALIA,,,
Strategic Information Unit,Ausgrid,7126,"Level 20, 570 George Street SYDNEY NSW 2000 AUSTRALIA",,,
Stratford Historical Museum,Stratford & District Historical Society Inc,1860,Hobson St STRATFORD VIC 3862 AUSTRALIA,-37.9677704,147.0901508,"Hobson Street, Stratford, Shire of Wellington, Victoria, 3862, Australia"
Stratford Library,Cairns Regional Council: Cairns Libraries,9305,11 Kamerunga Road STRATFORD QLD 4872 AUSTRALIA,-16.8764902,145.7236275,"Kamerunga Road, Stratford, Cairns, Cairns Regional, Queensland, 4878, Australia"
Stratford Library,Wellington Shire Library,7546,70 Tyers Street STRATFORD VIC 3862 AUSTRALIA,-37.9641623,147.080436,"Tyers Street, Stratford, Shire of Wellington, Victoria, 3862, Australia"
Strathalbyn Community Library,Alexandrina Libraries,8863,1 Colman Terrace STRATHALBYN SA 5255 AUSTRALIA,-35.257252,138.8899907,"Colman Terrace, Strathalbyn, Alexandrina Council, South Australia, 5255, Australia"
Strathfield Council Library Service,Strathfield Council Library Service,4919,65-67 Rochester Street HOMEBUSH NSW 2140 AUSTRALIA,-33.8691729,151.0835525,"Strathfield Council Library, 65-67, Rochester Street, Homebush, Inner West, Sydney, Strathfield Municipal Council, New South Wales, 2140, Australia"
Strathfieldsaye Estate,,327977,324 Strathfieldsaye Road Perry Bridge VIC 3862 AUSTRALIA,-38.0104931,147.2862827,"Strathfieldsaye Road, Perry Bridge, Shire of Wellington, Victoria, 3862, Australia"
Strathpine Library,Moreton Bay Region Libraries,8728,1 Station Street STRATHPINE QLD 4500 AUSTRALIA,-27.311949650000003,152.9904574075253,"Strathpine Library, 1, Station Street, Strathpine, Greater Brisbane, City of Moreton Bay, Queensland, 4500, Australia"
Streaky Bay School Community Library,Streaky Bay District Council,8163,Streaky Bay Area School 109 Wells Street STREAKY BAY SA 5680 AUSTRALIA,-32.79786545,134.200866714406,"Streaky Bay Area School, 109, Wells Street, Streaky Bay, The District Council of Streaky Bay, South Australia, 5680, Australia"
Streatham and District Historical Society,,335994,Streatham State School (FIREWORLD) Historical Room Campbell Street Streatham VIC AUSTRALIA,,,
Strehlow Research Centre,,10190,Corner Larapinta Drive and Memorial Ave. ALICE SPRINGS NT 0870 AUSTRALIA,,,
Stretton Centre,City of Playford Library Service,9316,Stretton Centre 307 Peachey Road MUNNO PARA SA 5115 AUSTRALIA,-34.6696396,138.680572,"Stretton Centre, 307, Peachey Road, Munno Para, Adelaide, City of Playford, South Australia, 5115, Australia"
Stroud Branch Library,MidCoast Council,3819,Cowper Street STROUD NSW 2425 AUSTRALIA,-32.4047163,151.9679888,"Cowper Street, Stroud, Mid-Coast Council, New South Wales, 2425, Australia"
Stuartholme School,,330279,Birdwood Terrace Toowong QLD 4066 AUSTRALIA,-27.472049,152.9810633,"Birdwood Terrace, Toowong, Brisbane City, Queensland, 4066, Australia"
Stuarts Point Branch,Kempsey Shire Library,7488,Corner of Ocean Avenue & Marine Parade STUARTS POINT NSW 2431 AUSTRALIA,,,
Sturt Library,Flinders University,7876,Sturt Rd BEDFORD PARK SA 5042 AUSTRALIA,-35.0163533,138.5735265,"Sturt Road, Bedford Park, Adelaide, City of Mitcham, South Australia, 5042, Australia"
Sturt Public School Library,Sturt Public School,10735,White Avenue KOORINGAL NSW 2650 AUSTRALIA,-35.1369686,147.377143,"White Avenue, Kooringal, Wagga Wagga City Council, New South Wales, 2650, Australia"
Subiaco Library,Subiaco City Library & Information Service,3130,237 Rokeby Rd SUBIACO WA 6008 AUSTRALIA,-31.95082035,115.82371289891621,"Evelyn H Parker Library, 237, Rokeby Road, Subiaco, City of Subiaco, Western Australia, 6008, Australia"
Subiaco Museum,City of Subiaco,10191,PO Box 270 SUBIACO WA 6904 AUSTRALIA,,,
Success Public Library,City of Cockburn,121257,Shop 220 Cockburn Gateway Shopping City 816 Beeliar Drive SUCCESS WA 6164 AUSTRALIA,,,
Sugar Research Australia Limited,,8342,50 Meiers Road INDOOROOPILLY QLD 4068 AUSTRALIA,-27.508031,152.99304009821992,"Sugar Research Australia, 50, Meiers Road, Indooroopilly, Brisbane City, Queensland, 4068, Australia"
"Sugar Valley Library, kirantakamyari",Lake Mac Libraries,5371,156 Portland Drive CAMERON PARK NSW 2285 AUSTRALIA,-32.9111367,151.6057119,"Portland Drive, Cameron Park, Newcastle-Maitland, Lake Macquarie City Council, New South Wales, 2285, Australia"
Sullivan & Nicolaides Pathology Library,Sullivan & Nicolaides Pathology,1127,134 Whitmore Street TARINGA QLD 4068 AUSTRALIA,-27.49718385,152.98641405621117,"134, Whitmore Street, Taringa, Greater Brisbane, Queensland, 4068, Australia"
Summerdale Primary School Library,Summerdale Primary School,8176,82-84 Stanley Street LAUNCESTON TAS 7250 AUSTRALIA,-41.4689305,147.1319976,"Stanley Street, Prospect, Launceston, City of Launceston, Tasmania, 7250, Australia"
SunWater Library,SunWater,19056,Level 11 179 Turbot St BRISBANE QLD 4000 QLD 4000 AUSTRALIA,,,
Sunbury & District Heritage Society Library,Sunbury and District Heritage Society,1120,SUNBURY VIC 3429 AUSTRALIA,-37.5796938,144.7295281,"Sunbury, Melbourne, City of Hume, Victoria, 3429, Australia"
Sunbury Library,Hume Libraries,57736,44 Macedon Street Sunbury VIC 3429 AUSTRALIA,-37.58069315,144.73470560493053,"Sunbury Library, 44, Macedon Street, Sunbury, Melbourne, City of Hume, Victoria, 3429, Australia"
Suncoast Christian College,,330298,Cnr Schubert & Kiel Mtn Rds WOOMBYE QLD 4560 AUSTRALIA,,,
Suncorp-Metway Ltd Group Library,Suncorp-Metway Ltd Group,4410,GPO Box 1453 BRISBANE QLD 4001 AUSTRALIA,,,
Sunny Corner Toy Library,Sunny Corner Toy Library Inc.,3424,12 Station Road AUBURN NSW 2144 AUSTRALIA,-33.8487366,151.03490525,"12, Station Road, Auburn, Sydney, Cumberland City Council, New South Wales, 2144, Australia"
Sunnybank Hills Library,Brisbane City Council Library Service,9393,Sunnybank Hills Shopping Centre Corner of Compton and Calam Roads SUNNYBANK HILLS QLD 4109 AUSTRALIA,,,
Sunraysia Institute of TAFE AND La Trobe University - Mildura Campus Library,La Trobe University;Sunraysia Institute of TAFE,1363,"Level 1, Building A 453 Benetook Ave MILDURA VIC 3500 AUSTRALIA",,,
Sunshine & District Historical Society Incorporated,Sunshine & District Historical Society Incorporated,7869,"The Hunt Club Community Arts Centre, 775 Ballarat Rd, DEER PARK VIC 3023 AUSTRALIA",,,
Sunshine Coast Cultural Collections,Sunshine Coast Council,342780,Bankfoot House Heritage Precinct 1998 Old Gympie Road GLASS HOUSE MOUNTAINS QLD 4518 AUSTRALIA,,,
Sunshine Coast Health Services,Sunshine Coast Hospital and Health Service,7957,PO Box 5155 SUNSHINE COAST MC QLD 4560 AUSTRALIA,,,
Sunshine Coast Libraries,,271717,Sunshine Coast QLD AUSTRALIA,-26.6544338,153.0933668,"Sunshine Coast Regional, Queensland, Australia"
Sunshine Hospital Library,Western Health,9838,176-190 Furlong Road ST ALBANS VIC 3021 AUSTRALIA,-37.7588363,144.81739023508078,"Sunshine Hospital, 176-190, Furlong Road, St Albans, Melbourne, City of Brimbank, Victoria, 3021, Australia"
Supervising Scientist Division Library,"Department of Agriculture, Water and Environment",5258,"Environment Australia Building Corner of Fenton Court & Pederson St Darwin International Airport, Marrara NT 0820 AUSTRALIA",,,
Supreme Court Library Queensland,Supreme Court of Queensland,4027,"4th Floor, Law Courts Building 304 George Street BRISBANE QLD 4000 AUSTRALIA",,,
Supreme Court of Tasmania Library,Supreme Court of Tasmania,8554,Salamanca Place HOBART TAS 7000 AUSTRALIA,-42.8852737,147.3288229,"Salamanca Place, Hobart, City of Hobart, Tasmania, 7000, Australia"
Surf Life Saving Australia,,334717,Surf Life Saving Australia 789 Botany Rd Rosebery NSW 2018 AUSTRALIA,,,
SurfWorld Museum Torquay,,335992,77 Beach Road Surf City Plaza Surfcoast Highway Torquay VIC AUSTRALIA,,,
Surfcoast Mobile Library,Geelong Regional Library Corporation,8773,Geelong Regional Library Corporation 194 High Street BELMONT VIC 3216 AUSTRALIA,,,
Surry Hills Library,City of Sydney Library,4939,Corner Crown Street and Collins Street SURRY HILLS NSW 2010 AUSTRALIA,,,
Sutherland Astronomical Society Library,Sutherland Astronomical Society Inc.,2274,Corner of Green Point Road & Caravan Head Road Oyster Bay SYDNEY NSW 2225 AUSTRALIA,,,
"Sutherland College, Gymea Campus Library",Southern Sydney Institute of TAFE,6198,Corner of Kingsway & Hotham Road GYMEA NSW 2227 AUSTRALIA,,,
"Sutherland College, Loftus Campus Library",Southern Sydney Institute of TAFE,6196,Rawson Avenue LOFTUS NSW 2232 AUSTRALIA,,,
Sutherland Dianella Primary School Library,Sutherland Dianella Primary School,9082,5 Sutherland Avenue DIANELLA WA 6059 AUSTRALIA,-31.8933112,115.86421486488946,"Sutherland Dianella Primary School, 5, Sutherland Avenue, Dianella, City of Stirling, Western Australia, 6059, Australia"
Sutherland Shire Libraries,,8102,Corner of Belmont & Stapleton Street SUTHERLAND NSW 2232 AUSTRALIA,,,
Swan Guildford Historical Society Library,Swan Guildford Historical Society,1123,119 Meadows Street GUILDFORD WA 6055 AUSTRALIA,,,
Swan Hill Pioneer Settlement Library,Swan Hill Pioneer Settlement,8159,Horsehoe Bend SWAN HILL VIC 3585 AUSTRALIA,,,
Swan Hill Regional Library,Swan Hill Regional Library Service ; Wakool Shire Council,8872,53 Campbell Street SWAN HILL VIC 3585 AUSTRALIA,-35.3358365,143.5589359,"Swan Hill Regional Library, 53, Campbell Street, Swan Hill, Rural City of Swan Hill, Victoria, 3585, Australia"
Swan Reach School Community Library,Mid Murray Council,9755,Swan Reach Area School 8 Showground Road SWAN REACH SA 5354 AUSTRALIA,,,
"Swansea Library, kariyawangba",Lake Mac Libraries,5370,228 Pacific Highway SWANSEA NSW 2281 AUSTRALIA,-33.0919345,151.6374675,"Lake Macquarie Tourist Information, 228, Bowman Street, Swansea, Lake Macquarie City Council, New South Wales, 2281, Australia"
Swanton Library,Presbyterian Theological College,3963,684 Elgar Road BOX HILL NORTH VIC 3129 AUSTRALIA,-37.798242,145.1184418,"Elgar Road, Box Hill North, Melbourne, City of Whitehorse, Victoria, 3129, Australia"
Swedenborg Library - ACT Branch,Swedenborg Association of Australia Incorporated,7477,C/- David Moffat 33 Allchin Circuit KAMBAH ACT 2902 AUSTRALIA,,,
Swedenborg Library - Adelaide Branch,Swedenborg Association of Australia Incorporated,7506,287 Oaklands Road MARION SA 5043 AUSTRALIA,-34.9945445,138.5551499,"Oaklands Road, Park Holme, Adelaide, City of Marion, South Australia, 5043, Australia"
Swedenborg Library - Australian Headquarters,Swedenborg Association of Australia Incorporated,107138,1 Avon Road NORTH RYDE NSW 2113 AUSTRALIA,,,
Swedenborg Library - Ballarat Branch,Swedenborg Association of Australia Incorporated,7476,318 Fussell Street BALLARAT VIC 3350 AUSTRALIA,-37.5581876,143.8918163,"Fussell Street, Ballarat East, Ballarat, City of Ballarat, Victoria, 3350, Australia"
Swedenborg Library - Brisbane Branch,Swedenborg Association of Australia Incorporated,7504,21 Agars Street ROSALIE QLD 4004 AUSTRALIA,-27.46680245,152.9970780389022,"21, Agars Street, Rosalie, Paddington, Greater Brisbane, Queensland, 4064, Australia"
Swedenborg Library - Melbourne Branch,Swedenborg Association of Australia Incorporated,7479,426 High Street MOUNT WAVERLEY VIC 3149 AUSTRALIA,-37.8710975,145.1391038,"High Street Road, Mount Waverley, Melbourne, City of Monash, Victoria, 3149, Australia"
Swedenborg Library - Perth Branch,Swedenborg Association of Australia Incorporated,7481,Petros Lifeskills Bookshop 281 Albany Highway VICTORIA PARK WA 6100 AUSTRALIA,,,
Swedish Church Library,Swedish Church,11456,21 St Georges Road TOORAK VIC 3142 AUSTRALIA,-37.831402,145.0128508,"St Georges Road, Toorak, Melbourne, City of Stonnington, Victoria, 3142, Australia"
Swinburne Commons,Swinburne Library,341400,John Street Hawthorn VIC 3122 AUSTRALIA,-37.8229436,145.0388174,"John Street, Hawthorn, Melbourne, City of Boroondara, Victoria, 3122, Australia"
Swinburne Library,Swinburne University of Technology,5829,John Street HAWTHORN VIC 3122 AUSTRALIA,-37.8229436,145.0388174,"John Street, Hawthorn, Melbourne, City of Boroondara, Victoria, 3122, Australia"
Swinburne Research - ANDS Metadata Store,Swinburne University of Technology,334377,24 Wakefield Street HAWTHORN VIC 3122 AUSTRALIA,-37.8205468,145.0364059,"Wakefield Street, Hawthorn, Melbourne, City of Boroondara, Victoria, 3122, Australia"
Swinburne University: Institutional Repository,Swinburne Library,334798,John Street HAWTHORN VIC 3122 AUSTRALIA,-37.8229436,145.0388174,"John Street, Hawthorn, Melbourne, City of Boroondara, Victoria, 3122, Australia"
Sydenham Library,Brimbank Libraries,325477,Station Street Watergardens Town Centre TAYLORS LAKES VIC 3038 AUSTRALIA,,,
Sydney Campus Library,Alphacrucis College Limited,7188,30 Cowper Street PARRAMATTA NSW 2150 AUSTRALIA,-33.8205526,151.00687364693664,"AC Central, 30, Cowper Street, Parramatta, Sydney, City of Parramatta Council, New South Wales, 2150, Australia"
Sydney Campus Library,Asia Pacific International College,342340,"Level 6, 1-3 Fitzwilliam Street, PARRAMATTA NSW 2105 AUSTRALIA",,,
Sydney Campus Library,Central Queensland University,9888,Library - Level 3 400 Kent Street SYDNEY NSW 2000 AUSTRALIA,,,
Sydney Campus Library,JMC Academy,271737,561 Harris Street ULTIMO NSW 2007 AUSTRALIA,-33.87906075,151.19898713643977,"JMC Academy, 561, Harris Street, Ultimo, Sydney, Council of the City of Sydney, New South Wales, 2007, Australia"
Sydney College of the Arts Library,University of Sydney Library,8204,"Rozelle Campus, Balmain Road opposite Cecily Street ROZELLE NSW 2039 AUSTRALIA",,,
Sydney Harbour Foreshore Authority,,332837,66 Harrington Street THE ROCKS NSW 2000 AUSTRALIA,-33.860157,151.2078423,"Harrington Street, The Rocks, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia"
Sydney Heritage Fleet Library and Research Service,Sydney Heritage Fleet,11654,PO Box 231 Rozelle NSW 2039 AUSTRALIA,,,
