Name,ParentOrg,OrgID,Address,Latitude,Longitude,Geocoder Display Name
Newstead College Library,Newstead College,324838,30 Cypress Street NEWSTEAD TAS 7250 AUSTRALIA,-41.4334714,147.1541785,"Cypress Street, Elphin, Newstead, Launceston, City of Launceston, Tasmania, 7250, Australia"
Newton Moore Senior High School Library,Newton Moore Senior High School,9104,Hotchin Street BUNBURY WA 6230 AUSTRALIA,-33.3601883,115.6336762,"Hotchin Street, Bunbury, South Bunbury, Bunbury, City Of Bunbury, Western Australia, 6230, Australia"
Newtown Library,City of Sydney Library,4937,8-10 Brown Street NEWTOWN NSW 2042 AUSTRALIA,-33.89534075,151.18282163988115,"Newtown Library, 8-10, Brown Street, Newtown, Sydney, Council of the City of Sydney, New South Wales, 2042, Australia"
Newtown Public School Library,Newtown Public School,3966,Norfolk Street NEWTOWN NSW 2042 AUSTRALIA,-33.899843,151.179841,"Norfolk Street, Newtown, Sydney, Council of the City of Sydney, New South Wales, 2042, Australia"
NextSense Institute Library,NextSense,7105,2 Gymnasium Road MACQUARIE PARK NSW 2113 AUSTRALIA,-33.7721991,151.1108249,"Gymnasium Road, Macquarie Park, Sydney, Council of the City of Ryde, New South Wales, 2113, Australia"
NgukurrYugul Mangi Community Library,Yugul Mangi Community Government Council,4975,"Women's Resource Centre, Ngukurr Yugul Mangi Community ROPER RIVER NT 0852 AUSTRALIA",,,
Nhill Aviation Heritage Centre,,336177,Po Box 42 Nhill VIC AUSTRALIA,,,
Nhill Library,Hindmarsh Shire Libraries,3693,Clarence Street NHILL VIC 3416 AUSTRALIA,-36.3353714,141.6512314,"Clarence Street, Nhill, Shire of Hindmarsh, Victoria, 3418, Australia"
Nhill and District Historical Society Library,Nhill & District Historical Society Inc.,8426,PO Box 170 NHILL VIC 3418 AUSTRALIA,,,
Nhulunbuy Community Library,,3682,Nhulunbuy High School Matthew Flinders Way NHULUNBUY NT 0880 AUSTRALIA,,,
Nican Library,NICAN Incorporated,8260,"Suite 4, 2 Phipps Close DEAKIN ACT 2601 AUSTRALIA",,,
Niddrie Campus Library,Essendon Keilor College,6698,Peters Street NIDDRIE VIC 3042 AUSTRALIA,,,
Niddrie Library,Moonee Valley Libraries,68103,483 Keilor Road NIDDRIE VIC 3042 AUSTRALIA,-37.7342356,144.8848273,"Keilor Road, Niddrie, Melbourne, City of Moonee Valley, Victoria, 3042, Australia"
Nightcliff High School Library,Nightcliff High School,7215,Ryland Road NIGHTCLIFF NT 0810 AUSTRALIA,,,
Nightcliff Library,City of Darwin Libraries,9790,8 -10 Pavonia Place NIGHTCLIFF NT 0810 AUSTRALIA,-12.3867177,130.8508064,"Pavonia Place, Nightcliff, Darwin, City of Darwin, Northern Territory, 0810, Australia"
Nillumbik Shire Council,,336107,Civic Drive Greensborough VIC AUSTRALIA,-37.6886525,145.1123169,"Civic Drive, Greensborough, Melbourne, Shire of Nillumbik, Victoria, 3088, Australia"
Nimbin Central School Library,Nimbin Central School,9409,23A Thorburn Street NIMBIN NSW 2480 AUSTRALIA,-28.595274699999997,153.22042959708952,"Nimbin Central School, 23a, Thorburn Street, Nimbin, Lismore City Council, New South Wales, 2480, Australia"
Nirimba Campus Library,Western Sydney University,3851,Building C21 Eastern Road QUAKERS HILL NSW 2763 AUSTRALIA,,,
Noack Library,Concordia Lutheran College,335698,154 Stephen St Toowoomba QLD 4350 AUSTRALIA,-27.572538549999997,151.9294693646798,"Concordia Lutheran College, 154, Stephen Street, Harristown, Toowoomba, Toowoomba Regional, Queensland, 4350, Australia"
Noah's Ark Family Resource & Toy Library,Noah's Ark,226,1 Altona Street HEIDELBERG HEIGHTS VIC 3081 AUSTRALIA,-37.7476697,145.0577153,"Altona Street, Heidelberg Heights, Melbourne, City of Banyule, Victoria, 3081, Australia"
Noah's Ark Resource Centre,Noah's Ark Centre,10952,Rivett Primary School Bangalay Cres RIVETT ACT 2611 AUSTRALIA,,,
Noah's Ark Toy Library for Children with Special Needs - Artarmon,Noah's Ark,228,2 Elizabeth Street ARTAMON NSW 2064 AUSTRALIA,,,
Noahs Ark Toy Library,Liverpool City Library,298,170 George Street LIVERPOOL NSW 2170 AUSTRALIA,-33.9220035,150.9261462,"Liverpool City Library, 170, George Street, Liverpool, Sydney, Liverpool City Council, New South Wales, 2170, Australia"
Noarlunga Health Services Library,Noarlunga Health Services,4896,Alexander Kelly Drive NOARLUNGA CENTRE SA 5168 AUSTRALIA,,,
Noarlunga Library,City of Onkaparinga Libraries,6073,Hannah Road NOARLUNGA CENTRE SA 5168 AUSTRALIA,,,
Nobelius Heritage Park & Emerald Museum,,335985,5 Crichton Rd P.O. Box 578 Emerald VIC 3782 AUSTRALIA,,,
"Noel Bell, Ridley Smith & Partners Library","Noel Bell, Ridley Smith and Partners",8621,2 McManus Street MCMAHONS POINT NSW 2060 AUSTRALIA,-33.8470527,151.2034301,"McManus Street, McMahons Point, Lower North Shore, Sydney, North Sydney Council, New South Wales, 2060, Australia"
Noel Robinson Library,Noel Robinson Pty Ltd,2895,QLD AUSTRALIA,-22.1646782,144.5844903,"Queensland, Australia"
Noel Sampson Library,State School Teachers Union of Western Australia,768,150-152 Adelaide Terrace EAST PERTH WA 6004 AUSTRALIA,-31.9606604,115.8745902,"Adelaide Terrace, East Perth, Perth, City of Perth, Western Australia, 6004, Australia"
Nolan Gallery,,329138,Cnr. London Circuit and Civic Square CANBERRA ACT 2600 AUSTRALIA,,,
Nollamara Primary School Library,Nollamara Primary School,6496,Harrison Street NOLLAMARA WA 6061 AUSTRALIA,-31.885173,115.8400609,"Harrison Street, Nollamara, City of Stirling, Western Australia, 6060, Australia"
Noojee Library,Myli - My Community Library,7856,372 Mt. Baw Baw Tourist Road NOOJEE VIC 3833 AUSTRALIA,-37.8898836,146.0337046,"Mount Baw Baw Tourist Road, Noojee, Shire of Baw Baw, Victoria, 3833, Australia"
Noosa Library Service,Noosa Council,6720,Wallace Park Wallace Drive NOOSAVILLE QLD 4566 AUSTRALIA,,,
Norilsk Nickel Knowledge Centre,Norilsk Nickel Australia,325078,45 Edward Street OSBORNE PARK WA 6017 AUSTRALIA,-31.9021848,115.8269205,"Edward Street, Osborne Park, City of Stirling, Western Australia, 6016, Australia"
Norlane High School Library,Norlane High School,5282,Cox Road NORLANE VIC 3214 AUSTRALIA,-38.0838645,144.3560496,"Cox Road, Norlane, Geelong, City of Greater Geelong, Victoria, 3214, Australia"
Norman Waterhouse Lawyers Research and Information Services,Norman Waterhouse (Solicitors),4619,"L15, 45 Pirie Street ADELAIDE SA 5000 AUSTRALIA",,,
Normanhurst Boys High School Library,Normanhurst Boys High School,14327,Pennant Hills Road NORMANHURST NSW 2076 AUSTRALIA,-33.7203098,151.1055941,"Pennant Hills Road, Normanhurst, Sydney, The Council of the Shire of Hornsby, New South Wales, 2076, Australia"
Normanhurst Public School Library,Normanhurst Public School,10732,Normanhurst Road NORMANHURST NSW 2076 AUSTRALIA,-33.721213,151.0973245,"Normanhurst Road, Normanhurst, Sydney, The Council of the Shire of Hornsby, New South Wales, 2076, Australia"
Normanton Library,Carpentaria Shire Council Libraries,7587,Landsborough Street NORMANTON QLD 4890 AUSTRALIA,,,
Norseman Public Library,Dundas Shire Council,7580,88-92 Princep Street NORSEMAN WA 6443 AUSTRALIA,,,
North & East Regional Library (Allambie Heights),The Spastic Centre of New South Wales,4673,189 Allambie Road ALLAMBIE HEIGHTS NSW 2100 AUSTRALIA,-33.7667706,151.2547149,"Allambie Road, Allambie, Allambie Heights, Northern Beaches, Sydney, Northern Beaches Council, New South Wales, 2100, Australia"
North & East Regional Library (Ryde),The Spastic Centre of New South Wales,4672,3a Smalls Road RYDE NSW 2112 AUSTRALIA,-33.800342,151.109591,"3A, Smalls Road, Ryde, Sydney, Council of the City of Ryde, New South Wales, 2112, Australia"
North Campus Library,Xavier High School,9557,Fallon St ALBURY NSW 2640 AUSTRALIA,-36.0622812,146.9262236,"Fallon Street, North Albury, Albury, Albury City Council, New South Wales, 2640, Australia"
North Coast Institute of TAFE,,14332,PO Box 528 PORT MACQUARIE NSW 2444 AUSTRALIA,,,
North Coast Public Health Unit Library,North Coast Public Health Unit,8623,LISMORE NSW 2489 AUSTRALIA,-28.7936072,153.26712591214815,"Lismore City Council, New South Wales, 2480, Australia"
North Fitzroy Library,Yarra Libraries,7572,240 St Georges Road NORTH FITZROY VIC 3068 AUSTRALIA,-37.7835978,144.9837446,"RugAdvice, 240, St Georges Road, Fitzroy North, Melbourne, City of Yarra, Victoria, 3068, Australia"
North Lake Senior Campus Library,North Lake Senior Campus,6500,188 Winterfold Road KARDINYA WA 6163 AUSTRALIA,-32.07335665,115.81359454827947,"North Lake Senior Campus, 188, Winterfold Road, Kardinya, City of Melville, Western Australia, 6163, Australia"
North Lakes Library,Moreton Bay Region Libraries,77325,10 The Corso NORTH LAKES QLD 4509 AUSTRALIA,-27.2373274,153.0183049,"The Corso, Freshwater Village, North Lakes, Greater Brisbane, City of Moreton Bay, Queensland, 4509, Australia"
North Mandurah Primary School Library,North Mandurah Primary School,6502,Park Road MANDURAH WA 6210 AUSTRALIA,-32.5233352,115.739424,"Park Road, Mandurah, City Of Mandurah, Western Australia, 6210, Australia"
North Melbourne Library,City of Melbourne Libraries,325858,66 Errol Street NORTH MELBOURNE VIC 3051 AUSTRALIA,-37.803565,144.949759,"North Melbourne Library, 66-68, Errol Street, North Melbourne, Melbourne, City of Melbourne, Victoria, 3051, Australia"
North Metropolitan TAFE,,6433,Level 2 30 Aberdeen Street PERTH WA 6000 AUSTRALIA,,,
North Midlands Project,,342704,The Bank Gallery 8 Macpherson Street CARNAMAH WA 6517 AUSTRALIA,,,
North Morley Primary School Library,North Morley Primary School,6504,75 Gordon Road West DIANELLA WA 6059 AUSTRALIA,-31.8794348,115.8774423,"Gordon Road West, Dianella, City of Stirling, Western Australia, 6059, Australia"
North Parmelia Primary School Library,North Parmelia Primary School,9292,Durrant Avenue PARMELIA WA 6167 AUSTRALIA,-32.2346722,115.8337024,"Durrant Avenue, Kwinana, Parmelia, City of Kwinana, Western Australia, 6167, Australia"
North Perth Primary School Library,North Perth Primary School,6506,5 Albert Street NORTH PERTH WA 6006 AUSTRALIA,-31.93028235,115.8558900903692,"North Perth Primary School, 5, Albert Street, North Perth, City of Vincent, Western Australia, 6006, Australia"
North Queensland College of Ministries Library,North Queensland College of Ministries,2906,38 Canterbury Road KIRWAN QLD 4817 AUSTRALIA,-19.3167351,146.7242381,"Canterbury Road, Kirwan, Townsville, Townsville City, Queensland, 4817, Australia"
North Queensland Potters Ass Inc Library,North Queensland Potters Association Inc,3305,"15 Flowers Street, Railway Estate TOWNSVILLE QLD 4810 AUSTRALIA",-19.2784408,146.8103832,"Flowers Street, Railway Estate, Townsville, Townsville City, Queensland, 4812, Australia"
North Ryde Library,Ryde Library Services,4910,201 Coxs Road NORTH RYDE NSW 2113 AUSTRALIA,-33.794578,151.1223721,"North Ryde Library, 201, Coxs Road, North Ryde, Sydney, Council of the City of Ryde, New South Wales, 2113, Australia"
North Wagga Public School Library,North Wagga Public School,10736,Hampden Avenue WAGGA WAGGA NSW 2650 AUSTRALIA,-35.0997232,147.368528,"Hampden Avenue, North Wagga Wagga, Wagga Wagga City Council, New South Wales, 2650, Australia"
North West Law Library,Tasmanian Law Library: Andrew Inglis Clark,5784,Supreme Court Building Alexander Street BURNIE TAS 7320 AUSTRALIA,,,
North Woodvale Primary School Library,North Woodvale Primary School,6512,Chichester Drive WOODVALE WA 6026 AUSTRALIA,-31.7872766,115.7906591,"Chichester Drive, Woodvale, Joondalup, City of Joondalup, Western Australia, 6026, Australia"
Northam Senior High School Library,Northam Senior High School,6516,Kennedy Street NORTHAM WA 6401 AUSTRALIA,-31.6486683,116.6669537,"Kennedy Street, Northam, Shire Of Northam, Western Australia, 6401, Australia"
Northampton Historical Society Inc,,342705,166 Hampton Road NORTHAMPTON WA 6535 AUSTRALIA,-28.3486701,114.6315069,"Hampton Road, Northampton, Shire of Northampton, Western Australia, Australia"
Northampton Public Library,Shire of Northampton Libraries,5512,Northampton Shire Office Hampton Road NORTHAMPTON WA 6535 AUSTRALIA,,,
Northbridge Library,Chatswood Central Library,9205,296A Sailors Bay Road NORTHBRIDGE NSW 2063 AUSTRALIA,-33.8108485,151.2107443,"Sailors Bay Road, Northbridge, Lower North Shore, Sydney, Willoughby City Council, New South Wales, 2063, Australia"
Northcliffe Library,Shire of Manjimup Libraries,3743,Corner Zamia and Wheatley Coast Road NORTHCLIFFE WA 6262 AUSTRALIA,,,
Northcote Library,Darebin Libraries,6636,32-38 Separation Street NORTHCOTE VIC 3070 AUSTRALIA,-37.7698296,145.0031884,"Separation Street, Ruckers Hill, Northcote, Melbourne, City of Darebin, Victoria, 3070, Australia"
Northcott - Library and Information Service,The Northcott Society,9314,NORTHCOTT BUILDING 1 FENNELL STREET NORTH PARRAMATTA NSW 2151 AUSTRALIA,,,
Northern Beaches College Library,TAFE NSW - Northern Sydney,6590,Level 2 Building M 154 Old Pittwater Road BROOKVALE NSW 2100 AUSTRALIA,,,
Northern Beaches Library Service,,5537,Warringah Mall Library 650 / 145 Old Pittwater Road BROOKVALE NSW 2100 AUSTRALIA,,,
Northern Health Library Service,Northern Health,9843,Northern Health Library Service Northern Hospital 185 Cooper Street EPPING VIC 3076 AUSTRALIA,,,
Northern Land Council Library,Northern Land Council,9852,9 Rowling Street CASUARINA NT 0810 AUSTRALIA,-12.3758844,130.8787518,"Traditional Credit Union (TCU) Casuarina, 9, Rowling Street, Casuarina, Darwin, City of Darwin, Northern Territory, 0810, Australia"
Northern Sydney Local Health District,Northern Sydney Local Health Districts,8014,"Douglas Piper Library, Kolling Building Royal North Shore Hospital, Pacific Highway ST LEONARDS NSW 2065 AUSTRALIA",,,
Northern Territory Archives Centre,Library & Archives NT,342862,Kelsey Crescent MILLNER NT 0810 AUSTRALIA,-12.390342,130.8579244,"Kelsey Crescent, Millner, Darwin, City of Darwin, Northern Territory, 0810, Australia"
Northern Territory Archives Service,,10120,25 Cavenagh Street DARWIN NT 0800 AUSTRALIA,-12.4604415,130.840923,"Cavenagh Street, One Mile Dam, Darwin City, Darwin, City of Darwin, Northern Territory, 0800, Australia"
Northern Territory Community Libraries,,337979,"C/- Coordinator Library Sector Services, NTL Dept of Arts and Museums, GPO Box 42 DARWIN NT 0801 AUSTRALIA",,,
Northern Territory Institute of Sport Information Centre,Northern Territory Institute of Sport,4583,Level 1 Arafura Stadium Mararra NT 0810 AUSTRALIA,,,
"Northern Territory Land, Resources and Heritage",,8440,c/ NT Library Albatross Street WINNELLIE NT 0820 AUSTRALIA,,,
Northern Territory Legal Aid Commission Library,,9652,"6th Floor, 9-11 Cavanagh St DARWIN NT 0801 AUSTRALIA",,,
Northern Territory Library,Library & Archives NT,339077,C/- Northern Territory Library PO Box 42 Darwin NT 0801 AUSTRALIA,,,
Northern Territory Office Library,Australian Electoral Commission,6044,9th Floor AANT Building 79-81 Smith Street DARWIN NT 0200 AUSTRALIA,,,
Northern Territory Public Libraries Network,Library & Archives NT,16676,PO Box 496 PALMERSTON NT 0831 AUSTRALIA,,,
Northern Territory Regional Office Library,Bureau of Meteorology,9752,C/- National Meteorological Library 700 Collins Street DOCKLANDS VIC 3008 AUSTRALIA,,,
Norton Rose Fulbright,Norton Rose Australia,3838,"Level 23, 111 Eagle Street BRISBANE QLD 4000 AUSTRALIA",,,
Norwood Library,City of Norwood Payneham and St Peters Library Service,5132,110 The Parade NORWOOD SA 5067 AUSTRALIA,-34.9217315,138.6250421,"The Parade, Norwood, Adelaide, The City of Norwood Payneham and St Peters, South Australia, 5067, Australia"
Nossal High School,,330542,PO Box 1036 NARRE WARREN VIC 3805 AUSTRALIA,,,
Nowra (Central) Library,Shoalhaven Libraries,6151,10 BERRY STREET NOWRA NSW 2541 AUSTRALIA,-34.8880937,150.5984229,"Berry Street, Nowra, Shoalhaven City Council, New South Wales, 2541, Australia"
Nowra Campus Library,TAFE NSW - Illawarra and South Coast,2632,"Block A, 60 Beinda St BOMADERRY NSW 2541 AUSTRALIA",,,
Nowra Museum Library,Nowra Museum,8630,Corner of Plunkett & Kinghorne Streets NOWRA NSW AUSTRALIA,,,
Nudgee Junior College Library Resource Centre,Nudgee Junior College,10785,Twigg Street INDOOROOPILLY QLD 4068 AUSTRALIA,-27.5061028,152.9679185,"Twigg Street, Indooroopilly, Brisbane City, Queensland, 4068, Australia"
Nullagine Library,Shire of East Pilbara Libraries,7578,Gallop Rd NULLAGINE WA 6758 AUSTRALIA,-21.8895374,120.1058853,"Gallop Road, Irrungadji, Nullagine, Shire Of East Pilbara, Western Australia, 6758, Australia"
Numeralla Public School Library,Numeralla Public School,10731,Cooma Road NUMERALLA NSW 2630 AUSTRALIA,,,
"Numurkah & District Historical Society ""Heritage Centre""",Numurkah and District Historical Society,8628,Cnr. Melville & Knox Streets NUMURKAH VIC 3636 AUSTRALIA,,,
Numurkah Library,Goulburn Valley Libraries,6366,Cnr. Quinn & McCaskill Street NUMURKAH VIC 3636 AUSTRALIA,,,
